9,1,30.0,1500.0,"Idéal pour un(e) étudiant (e) ou un couple (de préférence pour une longue durée). Dans une copropriété très bien entretenue et sécurisée coté cour, beau studio de 30 m², au 6ème étage (ascenseur),..."
20,1,32.0,1350.0,"Location Meublée - Loyer charges comprises inclus chauffage et eau Disponibilité : samedi 26 octobre 2024. Pas de local vélo, exposition Nord / Est, pas de chambre séparée (1 pièce de 22 m2) Dans..."
7,1,45.0,1600.0,"Quartier des Invalides proche Concorde. Logement de fonction faisant partie d'une boutique (avec entrée commune), une seule grande pièce de + 40m2 style loft, en souterrain avec puits lumineux,..."
11,1,19.0,950.0,"Métro Bastille ou Ledru-Rollin. Immeuble pierre de taille. Rez-de-chaussée sur cour. Studio meublé 19 m2 environ : hauteur sous plafond, mezzanine de couchage 2 personnes, coin cuisine équipé, salle..."
15,2,37.0,1690.0,"Appartement disponible à partir du 30 novembre, loué avec une box internet haut débit incluse dans les charges 2 pièces **traversant très lumineux de haut standing** d'environ 35 m² entièrement..."
9,2,40.0,2052.0,"Paris 9ème. Faubourg Montmartre. Cité Trévise. Métros : Grand Boulevard = ligne 8 et 9, Le Peltier, Cadet, poissonnière = ligne 7. Bus : 26 / 32 / 42 / 43 / 48. 2 pièces meublées - 2ème étage sur..."
12,2,48.0,1700.0,"Place Daumesnil, meublé 2/3 pièces de 48m2 refait par architecte il y a un an . 1 er étage ascenseur particulièrement **lumineux et calme**. Immeuble ancien sécurisé par digicode et interphone. ..."
19,2,38.0,1480.0,"Avenue de Flandre, proximité école d'architecture, parc de La Villette, Cour Florent. **Aménagement et configuration idéale pour colocation (entrée desservant toutes les pièces, salon avec..."
14,2,40.0,1650.0,"Denfert-Rochereau. Limite 6e et 5e. 2 pièces, meublé, 40 m2, au 1er vue dégagée et calme, refait à neuf. Ascenseur. Immeuble récent standing, état impeccable : entrée, séjour, chambre, cuisine..."
15,3,58.0,2400.0,"Bail code civil. Location Vide, libre à de suite, Garantie demandée Convention à proximité de la place Charles Vallin. Appartement 3 pièces de 55 m² avec 2 chambres, cuisine indépendante + salle..."
16,1,23.0,1500.0,"Studio meublé 23 m², proche du Trocadéro, **Très proche du lycée Janson De Sailly** avec ascenseur dans un immeuble standing sécurisé (avec gardiennage et digicode) donnant sur un jardin arboré au..."
17,3,75.0,3000.0,"Appartement 3 pièces immeuble moderne, 2 chambres, cuisine équipée moderne Smeg, salle de bains baignoire, rangements. Immeuble grand standing, ascenseur, cave."
16,1,9.13,480.0,"Paris 16e, quartier rue de la Pompe, rue calme et très agréable, proche tous commerces, bonnes écoles. Dans immeuble de grand standing, avec gardienne et trois digicodes, faibles charges :..."
14,1,20.0,950.0,"Paris 14-Rue Du Couedic. A proximité de Denfert-Rochereau, studio entièrement rénové. Rez-de-chaussée sur Jardin, cuisine équipée, douche, lumineux et calme."
11,2,37.0,1600.0,"2 pièces 1 chambre 37 m². Appartement 2/3 pièces - **spacieux, calme, lumineux**. **Refait à neuf fin 2017 avec parquet massif et rangements intégrés**. Au coeur du quartier Folie Méricourt."
2,2,48.0,1930.0,Appartement dans le 2eme arrondissement face au mur végétal situé au 4e étage (sans ascenseur) comprenant une entrée avec wc independant un grand placard miroirs avec lave linge et rangements une...
18,1,25.0,940.0,"Envie de découvrir la superbe vue sur Montmartre, l'absence de vis-a-vis, voir le ciel et voir au loin... grâce à cet appartement en étage élevé dans un immeuble avec gardien 24h/24. Il est..."
19,1,32.0,1000.0,"**Grand studio lumineux de 32 m2, sans vis-à-vis avec balcon fermé** au 6e étage avec ascenseur. Studio refait à neuf. Possibilité d'admirer le sacré cœur et la Tour Eiffel. Le studio est très bien..."
15,2,30.0,1350.0,Appartement de type 2 pièces meublé d’une surface d’environ de 30m2. Situé à 2 min du métro Cambronne. Dpe en cours.
16,3,57.0,1856.0,"Beau 3 pièces lumineux au 3 ème étage avec ascenseur, 57 m2 sur rue tranquille, dans immeuble ancien résidentiel, quartier commerçants. Entrée, séjour, cuisiné, 2 chambres dont 1 sur cour et 1 sur..."
15,1,22.0,990.0,"Commerce ou Motte-Picquet ou Cambronne. Studio meublé, 22 m² environ. Dans immeuble ancien pierre de taille. Rez-de-chaussée. Tout confort. Cuisine équipée, salle d'eau lave-linge. Courte durée..."
16,1,12.0,585.0,"**Disponible fin octobre 2024** Studette meublée 12 m2. Métro Jasmin / Ranelagh. Proche tous commerces et transports. Immeuble de grand standing. Gardienne, digicode. Rez-de-chaussée, clair sur rue..."
11,2,50.0,1600.0,"Location bail mobilité du 24 novembre 2024 au 10 juin 2024 **Grand F2 entièrement meublé de 50m²**.Rue de La Folie Méricourt. 4 lignes de métro sont à proximité (Saint Ambroise Ligne 9 à 1mn,..."
11,2,36.0,350.0,Je travaille à Paris et me déplace dans le Sud de la France régulièrement. **Je cherche un co-locataire pour mon appartement pour les WEEK-END UNIQUEMENT puisqu'il est libre du vendredi soir au...
19,2,52.0,1400.0,"Grand appartement de 2 pièces meublé avec véranda situé au 9ème avec ascenseur, sans vis-à-vis, clair et lumineux avec vue sur le Sacré Coeur et la Tour Eiffel. L'appartement est équipé de beaucoup..."
15,4,80.0,2750.0,"**Joli appartement familial en duplex**, avec balcon filant. Le charme de l'ancien avec parquet, moulures, très clair, refait à neuf. Deux chambres avec salle de bains et toilette séparé. salon,..."
15,3,85.0,2850.0,"Appartement dans résidence de standing, à 1mn des stations RER C et métro Javel, 2 lignes de bus, Très sécurisée (gardien 24h/24 + bip individuel), vue directe sur la Seine, balcon/terrasse le long..."
10,3,44.0,1378.0,Stations de métro : République et Goncourt. Paris 10ème. Canal St-Martin. 3 pièces 44 m2. Idéalement situé dans une rue très appréciée du 10ème Au sein d'un immeuble ancien 1er étage/4 sur cour et...
19,3,70.0,2238.0,"Canal de l'Ourcq / rue de Joinville. Appartement 3 pièces 70 m2. 2ème étage + local vélo, ascenseur, cave saine et gardienne (adorable). Loyer 2023€ (encadrement) et charges 215€ (chauffage..."
13,1,30.0,1200.0,"Place d'Italie, Italie 2. Studio entièrement meublé, 30m², cuisine équipée séparée, salle de bains avec baignoire et lave-linge. Clair, fonctionnel. Immeuble récent avec ascenseur. Chauffage..."
4,1,27.0,1995.0,"Superbe Grand studio ""les toits de Notre Dame sur l'île de la cité à Paris (27m2) avec A/C. Situé rue d'Arcole, il a été entièrement rénové et décoré par un architecte Véritable havre de paix, cet..."
15,3,71.0,2120.0,"Rue Balard, à proximité du parc André Citroën. Appartement entièrement rénové 3 pièces traversant de 71 m2 rez-de-chaussée dégagé et ensoleillé. Il se compose d'une entrée donnant sur le séjour..."
11,2,37.0,1600.0,"2 pièces 1 chambre 37 m². Appartement 2/3 pièces - **spacieux, calme, lumineux**. **Refait à neuf fin 2017 avec parquet massif et rangements intégrés**. Au coeur du quartier Folie Méricourt."
18,1,24.0,930.0,"Studio 24 m2 loi Carrez entièrement rénové en 2021. Proche Gare du Nord et lignes 4, 12 et 2. Immeuble sécurisé : 2 digicodes et 1 gardien. 1er étage. Ascenseur. Vue sur jardin. Dans l'entrée :..."
13,2,42.5,1770.0,"Dans un immeuble de standing avec gardien, au 10ème étage avec ascenseur, un deux pièces de 42,5 m² orienté ouest, comprenant une entrée en étoile, séjour, cuisine toute équipée séparée, une salle..."
17,4,92.0,3599.0,"Immeuble Haussmannien plaine Monceau Courcelles. Location meublée (Roche Bobois) de 92m2 calme au 4e étage. Une entrée, vaste double living, une cuisine toute équipée (frigo américain, etc…), une..."
11,2,37.0,1600.0,"2 pièces 1 chambre 37 m². Appartement 2/3 pièces - **spacieux, calme, lumineux**. **Refait à neuf fin 2017 avec parquet massif et rangements intégrés**. Au coeur du quartier Folie Méricourt."
12,2,47.06,1770.0,"RER Gare de Lyon, métro Reuilly Diderot, 2 pièces situé au 2e et dernier étage, à proximité de tous commerces, cafés restaurants, marché d'Aligre à 3 min. L'appartement offre une belle hauteur sous..."
8,3,57.0,3000.0,Parc Monceau / Triangle d'Or/ Adresse de Prestige Très bel appartement meublé de 57 m² entièrement refait à neuf par architecte il y a deux ans. Situation exceptionnelle à 2 min à pied du Parc...
17,1,14.0,700.0,"Studette rénovée, au 2ème étage, avec douche, wc, cuisinette, canapé, réfrigérateur, évier, plaques de cuisson, prise téléphone et fibre optique. Située rue de Levis , 5 min à pied des métros..."
15,3,61.0,2390.0,"3 pièces traversant de 61 m² refait à neuf, à louer semi-meublé au pied du métro Charles Michel dans un bel immeuble haussmannien, situé au 3ème étage avec ascenseur. Entrée, séjour et 2 grandes..."
4,1,29.0,1500.0,**Bel appartement** au coeur de l'île St-Louis à 2 pas de Notre Dame sur l'île historique la plus calme de Paris. Appartement meublé de 29 m2 (27m2 loi Carrez). Situé au 2ème étage sans ascenseur...
18,3,60.0,1860.0,"Paris 18e en face des Batignolles et à 1 minute du métro place Clichy. 3 pièces de 60m² avec grandes baies vitrées très lumineux, récemment restructuré, dans petit immeuble ancien, au 2ème étage..."
15,1,27.0,1250.0,"Charmant appartement de 27 m² refait à neuf . Situé au 45 rue Héricart dans le 15e arrondissement, cet appartement entièrement rénové il y a quelques années est loué meublé et se trouve à proximité..."
6,1,31.0,1517.0,A quelques pas du jardin du Luxembourg et de la commerçante rue Vavin. **Calme assuré pour ce grand studio dans une belle copropriete bien entretenue avec gardien** : entrée et cuisine séparées de la...
17,1,10.0,570.0,Charmante chambre de 10m2 meublée lumineuse et très calme entièrement rénovée au 6e étage sans ascenseur. Bel immeuble parisien en pierre de taille sécurisé à proximité de tous commerces et proche du...
8,1,36.0,1600.0,"Paris 8e proche place de l'Etoile. Avenue de Friedland. Immeuble standing sécurisé, 5 e étage avec ascenseur, belle vue dégagée, grande pièce très claire, cuisine équipée avec lave vaisselle,..."
18,6,140.0,4400.0,"Appartement de réception, exceptionnellement refait à neuf. **Matériaux de grande qualité**. L'appartement a été réalisé en 2023 avec l'aide d'un architecte dans le but d'en faire notre résidence..."
8,2,52.0,2400.0,"Appartement Haussmannien de grand standing, lumineux, situé au 2ème étage avec ascenseur, donnant sur une cour calme et arborée, sécurisé par deux digicodes, et un interphone. Gardienne résidant sur..."
1,1,24.0,1250.0,"Appartement meublé rénové de 24 m² situé rue du jour, avec une vue imprenable sur l'église Saint Sulpice, sans vis-à-vis. Il est situé à 50m de la Canopée et du RER/Métro Châtelet-les-Halles,..."
10,1,26.0,1160.0,"Grand studio rénové à neuf, entièrement meublé et équipé, exposé sud, ensoleillé, agréable et calme. Immeuble ancien récemment rénové, quartier vivant, beaucoup de commerces et de petits..."
14,2,37.0,1295.0,"2 pièces 1 chambre 37 m². Appartement traversant de 37m2 refait à neuf il y 2 ans, au 6éme étage avec ascenseur. Très bien placé boulevard Brune au pied du métro et du tram, l'appartement, avec..."
16,1,11.67,650.0,"Paris 75016. Studette meublée indépendante 11,67 m2, refaite à neuf, Très calme, au 1er étage d'un immeuble de standing sécurisé, fenêtre sur jardin intérieur, sans vis-à-vis. Idéal pour étudier..."
16,3,63.0,2200.0,"Rue Michel Ange. Dans immeuble pierre de taille. 3 pièces 63 m², au 3e ascenseur : entrée, séjour, 2 chambres, cuisine aménagée, wc séparés, salle de bains, nombreux rangements, parquet. Cave,..."
16,2,45.0,1860.0,"Beau 2 pièces meublé de 45m2, rénové par architecte avec belle hauteur sous plafond (3.30m) situé au calme rue de La Faisanderie dans le 16ème arrondissement proche des métros rue de la Pompe (L9) et..."
20,2,25.0,965.0,"Métro Buzenval, près Nation. F1 , 25 m², meublé, rez-de-chaussée sur rue, près transports et commerces. Chambre carrelée avec lit 160, placard intégré, bureau et chaise, salle de bains entièrement..."
8,3,48.81,1790.0,"Appartement meublé de 3 pièces en enfilade, surface 48,81m² Carrez, situé rue de la Pépinière, Paris 8ème. L’appartement bénéficie d’un bel emplacement à seulement 300 mètres de la gare Saint Lazare..."
15,3,72.0,2700.0,"Disponible à partir du 1er Novembre 2024. Grand appartement de 2 chambres dans le 15ème arrondissement dans un quartier calme, accueillant et résidentiel, rue Dutot à quelques mètres de la place..."
17,1,19.0,810.0,"Studio meublé 18.80 m2 avec 3m de hauteur sous plafond, situé dans un bel immeuble en pierre de taille et rue calme, digicode. Rez-de-chaussée sur cour et façade ravalée, toilettes, cuisine, salle..."
18,3,90.0,2650.0,"Quartier Nord-Est du 18ème, en plein essor urbanistique ; Adidas Arena à 10 min, nouvel aménagement de l'axe de circulation de la rue Marx Dormoy-rue de la Chapelle, à 80 mètres du métro Marx Dormoy,..."
16,3,65.0,2550.0,"Quartier Auteuil. 3/4 pièces environ 65 m², entièrement refait à neuf, dans un immeuble pierre de taille avec digicode, interphone, gardien avec ascenseur au 4ᵉ étage. Vue dégagée sur Villa..."
14,2,49.78,1950.0,"Dans un immeuble année 1970 avec jardin au 9eme sur 10 étages proche parc Montsouris entre porte d’Orléans et Alésia. 2pièces meublées, surface 49.78m2 refait entièrement à neuf. Prestations..."
18,2,38.0,1500.0,"**Logement calme, élégant, paisible**. Idéalement situé aux pieds de la butte Montmartre. Le centre de Paris est très accessible grâce aux nombreuses dessertes, à 300 mètres des métro Jules Joffrin,..."
4,2,43.0,2400.0,"Appartement de Charme, Cœur Marais - Saint-Paul, Paris 4ème Découvrez cet appartement d'exception de 43 m², entièrement rénové et situé dans un bel immeuble ancien, au 2ème étage sans ascenseur, au..."
15,1,30.8,890.0,"Très beau studio 30,8 m². Paris 15e. Rue François Villon à 200 m du métro Convention. Loyer : 890 E/mois charges comprises."
11,4,72.0,2550.0,**Colocation solidaire pour trois étudiants ** au cœur de Paris. 850 E par étudiants. Duplex entièrement meublé 72 m2 à Paris 11ème. Quartier Oberkampf Parmentier Saint Ambroise. Contacter la...
8,2,40.0,3000.0,"**Appartement de 40m² Refait à Neuf - À Louer** **Description :** Découvrez cet appartement exceptionnel de 40m², entièrement rénové, idéalement situé à l'angle de la Rue Daru, à seulement 2 minutes..."
13,2,35.0,1550.0,"Au-dessus du centre commercial Italie 2 ET du nouvel IKEA (130 boutiques, restaurants , supermarché sur deux niveaux) à une minute du métro place d'Italie. Deux pièces à louer. Parking inclut avec..."
10,1,26.0,1160.0,"Grand studio rénové à neuf, entièrement meublé et équipé, exposé sud, ensoleillé, agréable et calme. Immeuble ancien récemment rénové, quartier vivant, beaucoup de commerces et de petits..."
1,1,15.0,695.0,"75001 Paris Centre, très proche RER A, B, D, et métro 1, 4, 7, 11, 14 Studio meublé 15 m², au 3éme étage et demi sur cour calme. Lit pour une personne, coin cuisine avec plaques électriques, évier,..."
8,2,52.0,2400.0,"Appartement Haussmannien de grand standing, lumineux, situé au 2ème étage avec ascenseur, donnant sur une cour calme et arborée, sécurisé par deux digicodes, et un interphone. Gardienne résidant sur..."
16,1,60.0,2200.0,"Location Prestige : Studio au Pied de la Tour Eiffel** Offrez-vous un cadre de vie d'exception avec ce studio à louer, idéalement situé dans le prestigieux 16ème arrondissement de Paris, à quelques..."
16,3,100.1,3900.0,"Un bel appartement 100m2, 3ème étage dans le 16ème arrondissement de Paris, calme et lumineux dans un immeuble avec gardien et avec ascenseur. 3 pièces : double séjour, 2 chambres. Ce bel et..."
8,1,14.0,630.0,"Métro Villiers, Europe 75008. Proche gare Saint-Lazare. Loue à étudiant, au 6e étage d'un bel immeuble Haussmann , studio 14 m2 très bon état, meublé équipé, calme clair, douche, kitchenette, wc..."
17,3,44.0,1600.0,"Appartement 3 pièces, au 3ᵉ étage sans ascenseur, quartier Batignolles, proche station de métro Rome et station de train Pont Cardinet. Meublé. Entrée, séjour avec un canapé clic-clac, cuisine, 2..."
11,2,33.0,1495.0,"Appartement 2 pièces, **meublé et très lumineux** (une fenêtre dans chaque pièce) d'une surface de 33m2 - refait à neuf - 3ème étage - Paris 11 - quartier Bastille. Description de l'appartement : 2..."
14,2,52.0,1850.0,"2 pièces meublé 52 m2, entre les métros Alésia et Plaisance, proche tous commerces, au 6ème étage avec ascenseur, dans un immeuble de standing avec gardien. Cuisine séparée, séjour avec canapés lit,..."
10,1,26.0,1160.0,"Grand studio rénové à neuf, entièrement meublé et équipé, exposé sud, ensoleillé, agréable et calme. Immeuble ancien récemment rénové, quartier vivant, beaucoup de commerces et de petits..."
16,3,57.0,1856.0,"Beau 3 pièces lumineux au 3 ème étage avec ascenseur, 57 m2 sur rue tranquille, dans immeuble ancien résidentiel, quartier commerçants. Entrée, séjour, cuisiné, 2 chambres dont 1 sur cour et 1 sur..."
19,2,52.0,1400.0,"Grand appartement de 2 pièces meublé avec véranda situé au 9ème avec ascenseur, sans vis-à-vis, clair et lumineux avec vue sur le Sacré Coeur et la Tour Eiffel. L'appartement est équipé de beaucoup..."
11,4,80.0,2490.0,Appartement **calme et lumineux de 80 m2** en location ou colocation au 4e étage. Proche de tous commerces à 10 min à pied de Bastille et de gare de Lyon à une minute du métro Ledru-Rollin et du...
15,1,24.0,1000.0,"Joli studio de 24 m2 meublé, métro Convention, entièrement équipée (machine à laver inclus) à proximité de tous les commerces, écoles. Chauffage électrique. L'eau chauffé au gaz. Dpe en cours."
13,2,62.0,1800.0,"Métro Gobelins, dans un immeuble haussmannien, appartement de 2 pièces 62 m² entièrement rénové et meublé au calme sur jardin, comprenant séjour avec cuisine ouverte, chambre, salle de bains, wc..."
7,3,70.0,2230.0,"Agence s'abstenir-idéal pour jeune couple : Petit duplex rue de Grenelle clair, ensoleillé et calme au 5ème et dernier étage d'un immeuble ancien sans ascenseur, intérieur soigné, entièrement..."
13,4,120.0,4076.0,**F4 dans Tour standing 35 étages avec piscine et Parking**. Métro au pied de la Tour. 2 salles de bains 2 wc. Étage élevée. Vue à 180 ° sur les monuments historiques de Paris. Gardien et caméra et...
15,2,37.0,1650.0,"Charmant 2 pièces meublé - Rue des Entrepreneurs, Paris 15e. Superbe appartement traversant de 2 pièces de 37m2 au 2e étage, fraîchement rénové et meublé avec goût. Chambre calme donnant sur cour."
17,4,104.0,3829.0,"**Superbe appartement familial meublé** - Paris XVIIe, quartier Pereire. Superbe appartement familial de 104 m² rue Verniquet, idéal pour une famille à la recherche d'un cadre de vie spacieux et..."
14,4,79.0,2818.0,"Appartement 79 m2 meublé. Quartier Plaisance métro Plaisance/Pernety. **Lumineux** 4 pièces au 6ème étage avec ascenseur. **Vue dégagée**. Entrée, séjour/salle à manger, 3 chambres indépendantes,..."
15,2,35.0,1950.0,"Je loue mon luxueux et spacieux deux pièces de 35 m², situé rue Falguière dans le 15e arrondissement de Paris, entre Montparnasse et Pasteur. Entièrement refait à neuf par un architecte et un..."
17,4,97.99,3400.0,"A l'arrière d'une cour pavée, se trouve cet appartement de 97,99m² au sol sur trois niveaux. Il s'agit d'une ancienne menuiserie dont les poutres sont d'origine et dont la réhabilitation a été..."
1,3,73.0,3499.0,"Très bel appartement parisien de 73m2, entièrement rénové, comprenant 2 chambres et 2 salles de bains, idéalement situé dans le 1er arrondissement, en plein cœur de Paris, à deux pas du Musée du..."
5,2,38.0,1610.0,"**C'est ma résidence principale que je loue pendant mon voyage de 6 mois environ, DISPONIBLE DU 20/12/2024 JUSQU'À AVRIL 2025** Appartement traversant sur cour, 1er étage sans ascenseur 1 pièce..."
8,2,52.0,2400.0,"Appartement Haussmannien de grand standing, lumineux, situé au 2ème étage avec ascenseur, donnant sur une cour calme et arborée, sécurisé par deux digicodes, et un interphone. Gardienne résidant sur..."
16,2,40.0,1700.0,"Boulevard Suchet. Bel appartement meublé, rénové récemment. Entrée, séjour (avec canapé lit), cuisine équipée, chambre, belle salle d'eau. Habitable de suite. Gardien 24h/24. Chauffage collectif ."
10,1,15.4,740.0,Studio refait à neuf très belle prestation rez-de-chaussée. Comprenant : 1 pièces à vivre cuisinette entièrement équipée neuve douche wc. Loyer 670 E/mois + charges 70 E. Références exigées.
8,1,40.0,2000.0,"**Idéal étudiant(e)** À 100 m du Parc Monceau, au pied du métro Courcelles. Dans résidence de standing avec gardien et ascenseurs, beau studio meublé 40 m2 lumineux, très agréable, tout confort."
13,3,61.89,1860.0,"Dans immeuble haussmannien, bel appartement de 3 pièces dont deux communicantes en façade, peintures en très bon état. Balcons en façade, moulures, cheminées en marbre, miroirs et parquet. Une..."
17,1,13.0,715.0,"Dans quartier calme et agréable de la Plaine Monceau / Batignolles du 17e arrondissement de Paris. A proximité des Champs-Élysées, de l'Opéra Garnier et de la gare Saint-Lazare. Loue, pour Personne..."
11,2,36.0,350.0,Je travaille à Paris et me déplace dans le Sud de la France régulièrement. **Je cherche un co-locataire pour mon appartement pour les WEEK-END UNIQUEMENT puisqu'il est libre du vendredi soir au...
16,1,12.0,585.0,"**Disponible fin octobre 2024** Studette meublée 12 m2. Métro Jasmin / Ranelagh. Proche tous commerces et transports. Immeuble de grand standing. Gardienne, digicode. Rez-de-chaussée, clair sur rue..."
4,2,43.0,2400.0,"Appartement de Charme, Cœur Marais - Saint-Paul, Paris 4ème Découvrez cet appartement d'exception de 43 m², entièrement rénové et situé dans un bel immeuble ancien, au 2ème étage sans ascenseur, au..."
16,1,9.13,480.0,"Paris 16e, quartier rue de la Pompe, rue calme et très agréable, proche tous commerces, bonnes écoles. Dans immeuble de grand standing, avec gardienne et trois digicodes, faibles charges :..."
1,1,24.0,1250.0,"Appartement meublé rénové de 24 m² situé rue du jour, avec une vue imprenable sur l'église Saint Sulpice, sans vis-à-vis. Il est situé à 50m de la Canopée et du RER/Métro Châtelet-les-Halles,..."
20,2,40.0,1630.0,"Bienvenue dans un appartement design, épuré, entièrement rénové et Meublé au coeur de Paris à 2 pas de la Place de la Nation. Se situant au 7e étage sans ascenseur, Il dispose d'une entrée..."
18,2,25.5,1210.0,"À 2 minutes du métro Place Clichy. 2 pièces refait neuf, 25,50 m² loi Boutin, au 1er étage, très lumineux, traversant avec double exposition Nord-Ouest/Sud-Est sur rue calme et jolie cour. Loué vide..."
15,2,40.0,1290.0,"Disponible à partir du 20/10/2024. A 5min du métro Convention, à 5 min de l'Université d'Assas Paris II, - à 600 m de la porte de Versailles, Dans un quartier chaleureux et familial, nanti de..."
16,3,100.1,3900.0,"Un bel appartement 100m2, 3ème étage dans le 16ème arrondissement de Paris, calme et lumineux dans un immeuble avec gardien et avec ascenseur. 3 pièces : double séjour, 2 chambres. Ce bel et..."
16,2,31.0,1675.0,"Paris 16e, quartier rue de la Pompe, rue calme et agréable, proche tous commerces, bonnes écoles. Dans immeuble de grand standing, avec gardienne et trois digicodes, faibles charges : copropriété..."
9,2,40.0,2052.0,"Paris 9ème. Faubourg Montmartre. Cité Trévise. Métros : Grand Boulevard = ligne 8 et 9, Le Peltier, Cadet, poissonnière = ligne 7. Bus : 26 / 32 / 42 / 43 / 48. 2 pièces meublées - 2ème étage sur..."
16,2,50.0,1860.0,"Appartement très lumineux, 2 pièces au 6ᵉ étage donnant sur jardin au calme, avec ascenseur, dans un immeuble de standing récent, avec gardienne. Quartier commerçant. Appartement 50 m² comprenant..."
17,1,10.0,790.0,"Au 22 passage Cardinet dans une rue très calme du quartier des Batignolles, animé et commerçant. Un studio meublé situé au 3ème étage claire et calme, entièrement équipé avec un lit simple en..."
19,1,25.0,1120.0,"Studio meublé, 25 m2 rénové, 9e étage avec 2 ascenseurs sécurisés à digicode. Paris 19e. Quartier Cité de la Musique. Séjour avec parquet, 2 fenêtres , vis-à-vis lointain, clair, calme, volets..."
7,3,35.0,1700.0,"Appartement meublé, 35m² près du rue cler,métro Ecole Militaire, Paris 7e - Tour Eiffel. Charmant appartement avec ascenseur situé au 2eme étage. Vue sur cour très lumineuse. Cuisinette équipée avec..."
16,5,120.0,4500.0,"**Très beau double séjour**, 3 chambres salle de douche avec douche et baignoire tout refait à neuf, cuisine meublée de très grand luxe, possibilité durée au mois, ou plusieurs mois dans l'année."
10,1,11.0,480.0,"75010 Rue de Mazagran Métro Bonne nouvelle ou Strasbourg st Denis Lignes 4, 8 et 9 Chambre indépendante meublée 11m2, claire au 7eme étage sans ascenseur, interphone, wc palier, fenêtre de toit type..."
13,2,40.47,1548.0,"Dans le quartier animé de la Butte aux Cailles, cet appartement de 2 pièces de 40 m2 a été entièrement refait à neuf il y a 2 ans. Ce logement bénéficie du charme de l'ancien et d'une **lumière..."
14,3,72.54,2350.0,"3 pièces 72 m2 7ème étage dans résidence sécurisée (gardien, équipe entretien). Totalement rénové la semaine dernière: entièrement repeint et électricité mise aux normes (tableau et toutes les prises..."
16,5,115.0,3950.0,"**Location meublée** - 5 pièces 116 m² au 2e étage par ascenseur dans un immeuble de 1963. Très bel appartement dans un immeuble sécurisé, porte blindée, digicode, interphone, gardienne comprenant :..."
16,2,107.0,3895.0,"Cet appartement unique de 107 m² avec aperçu Tour Eiffel, au 7ème et dernier étage offre une très grande hauteur sous plafond et une luminosité exceptionnelle grâce à ses 4 expositions (nord, sud,..."
17,3,74.0,2786.0,"Superbe appartement meublé - Paris 17e, quartier Péreire Situé rue Verniquet, cet appartement de 74 m² au 4ème étage avec ascenseur offre un cadre de vie lumineux et spacieux. Il comprend deux..."
